event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),product_name,category,city,campaign_name,start_date,end_date,revenue_before,revenue_after,quantity_change,revenue_change
ed0d01,STBLR-2,CAMP_DIW_01,P12,62,50% OFF,108,145,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,6696,8990,37,2294
0eb41f,STVSK-2,CAMP_SAN_01,P01,172,33% OFF,232,364,Atliq_Masoor_Dal (1KG),Grocery & Staples,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,39904,62608,132,22704
9b8658,STHYD-5,CAMP_DIW_01,P11,190,50% OFF,73,97,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Hyderabad,Diwali,12-11-2023,18-11-2023,13870,18430,24,4560
3bc352,STHYD-3,CAMP_DIW_01,P07,300,BOGOF,54,170,Atliq_Curtains,Home Care,Hyderabad,Diwali,12-11-2023,18-11-2023,16200,51000,116,34800
40f110,STBLR-9,CAMP_DIW_01,P12,62,50% OFF,122,163,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,7564,10106,41,2542
55fed8,STCBE-3,CAMP_DIW_01,P09,110,50% OFF,40,60,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Coimbatore,Diwali,12-11-2023,18-11-2023,4400,6600,20,2200
c1cdb5,STCHE-0,CAMP_SAN_01,P15,3000,500 Cashback,135,286,Atliq_Home_Essential_8_Product_Combo,Combo1,Chennai,Sankranti,10-01-2024,16-01-2024,405000,858000,151,453000
c134bb,STBLR-8,CAMP_SAN_01,P07,300,BOGOF,51,205,Atliq_Curtains,Home Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,15300,61500,154,46200
2361c6,STBLR-0,CAMP_DIW_01,P06,415,25% OFF,94,83,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru,Diwali,12-11-2023,18-11-2023,39010,34445,-11,-4565
b44f0e,STHYD-2,CAMP_SAN_01,P15,3000,500 Cashback,136,288,Atliq_Home_Essential_8_Product_Combo,Combo1,Hyderabad,Sankranti,10-01-2024,16-01-2024,408000,864000,152,456000
607c9d,STCHE-2,CAMP_SAN_01,P02,860,33% OFF,556,711,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Chennai,Sankranti,10-01-2024,16-01-2024,478160,611460,155,133300
5ea63d,STCBE-3,CAMP_DIW_01,P12,62,50% OFF,82,126,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Coimbatore,Diwali,12-11-2023,18-11-2023,5084,7812,44,2728
323aee,STVSK-0,CAMP_DIW_01,P07,300,BOGOF,36,119,Atliq_Curtains,Home Care,Visakhapatnam,Diwali,12-11-2023,18-11-2023,10800,35700,83,24900
114087,STHYD-3,CAMP_SAN_01,P06,415,25% OFF,28,20,Atliq_Fusion_Container_Set_of_3,Home Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,11620,8300,-8,-3320
99482c,STBLR-8,CAMP_SAN_01,P08,1190,BOGOF,42,161,Atliq_Double_Bedsheet_set,Home Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,49980,191590,119,141610
5ab1d5,STCHE-6,CAMP_DIW_01,P06,415,25% OFF,98,76,Atliq_Fusion_Container_Set_of_3,Home Care,Chennai,Diwali,12-11-2023,18-11-2023,40670,31540,-22,-9130
97ad03,STCBE-1,CAMP_SAN_01,P02,860,33% OFF,379,462,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Coimbatore,Sankranti,10-01-2024,16-01-2024,325940,397320,83,71380
b666fa,STTRV-1,CAMP_DIW_01,P05,55,25% OFF,57,55,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Trivandrum,Diwali,12-11-2023,18-11-2023,3135,3025,-2,-110
da3c49,STMLR-2,CAMP_SAN_01,P02,860,33% OFF,270,313,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Mangalore,Sankranti,10-01-2024,16-01-2024,232200,269180,43,36980
3459ec,STCHE-3,CAMP_SAN_01,P02,860,33% OFF,468,636,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Chennai,Sankranti,10-01-2024,16-01-2024,402480,546960,168,144480
7f81c2,STCHE-2,CAMP_DIW_01,P05,55,25% OFF,91,88,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Chennai,Diwali,12-11-2023,18-11-2023,5005,4840,-3,-165
b17786,STMLR-0,CAMP_SAN_01,P13,350,BOGOF,63,163,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Mangalore,Sankranti,10-01-2024,16-01-2024,22050,57050,100,35000
2cbc21,STHYD-1,CAMP_SAN_01,P09,90,25% OFF,58,47,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,5220,4230,-11,-990
eacf93,STTRV-1,CAMP_SAN_01,P11,190,50% OFF,24,34,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Trivandrum,Sankranti,10-01-2024,16-01-2024,4560,6460,10,1900
0f184e,STVSK-0,CAMP_DIW_01,P05,55,25% OFF,89,80,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Visakhapatnam,Diwali,12-11-2023,18-11-2023,4895,4400,-9,-495
52ec61,STBLR-8,CAMP_DIW_01,P10,65,50% OFF,133,172,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,8645,11180,39,2535
541bef,STHYD-4,CAMP_SAN_01,P01,172,33% OFF,234,322,Atliq_Masoor_Dal (1KG),Grocery & Staples,Hyderabad,Sankranti,10-01-2024,16-01-2024,40248,55384,88,15136
86a92b,STMLR-2,CAMP_DIW_01,P11,190,50% OFF,42,45,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Mangalore,Diwali,12-11-2023,18-11-2023,7980,8550,3,570
861116,STBLR-7,CAMP_DIW_01,P06,415,25% OFF,96,84,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru,Diwali,12-11-2023,18-11-2023,39840,34860,-12,-4980
c6d7c5,STMYS-3,CAMP_DIW_01,P12,62,50% OFF,124,145,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Mysuru,Diwali,12-11-2023,18-11-2023,7688,8990,21,1302
b58c2d,STMYS-0,CAMP_SAN_01,P02,860,33% OFF,499,703,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Mysuru,Sankranti,10-01-2024,16-01-2024,429140,604580,204,175440
d59c23,STCBE-3,CAMP_DIW_01,P03,156,25% OFF,252,224,Atliq_Suflower_Oil (1L),Grocery & Staples,Coimbatore,Diwali,12-11-2023,18-11-2023,39312,34944,-28,-4368
68a7bc,STBLR-5,CAMP_DIW_01,P04,290,25% OFF,322,276,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,93380,80040,-46,-13340
f98db5,STBLR-2,CAMP_SAN_01,P15,3000,500 Cashback,129,279,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru,Sankranti,10-01-2024,16-01-2024,387000,837000,150,450000
ffaba4,STBLR-8,CAMP_SAN_01,P09,90,25% OFF,46,33,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,4140,2970,-13,-1170
f725c0,STCBE-3,CAMP_SAN_01,P03,200,BOGOF,228,898,Atliq_Suflower_Oil (1L),Grocery & Staples,Coimbatore,Sankranti,10-01-2024,16-01-2024,45600,179600,670,134000
f8e037,STHYD-2,CAMP_DIW_01,P08,1190,BOGOF,52,175,Atliq_Double_Bedsheet_set,Home Care,Hyderabad,Diwali,12-11-2023,18-11-2023,61880,208250,123,146370
b526b4,STCHE-7,CAMP_SAN_01,P02,860,33% OFF,525,756,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Chennai,Sankranti,10-01-2024,16-01-2024,451500,650160,231,198660
0491f4,STVSK-2,CAMP_DIW_01,P11,190,50% OFF,38,58,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Visakhapatnam,Diwali,12-11-2023,18-11-2023,7220,11020,20,3800
879d99,STHYD-5,CAMP_DIW_01,P09,110,50% OFF,92,124,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Hyderabad,Diwali,12-11-2023,18-11-2023,10120,13640,32,3520
ec3591,STCHE-1,CAMP_SAN_01,P09,90,25% OFF,79,63,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Chennai,Sankranti,10-01-2024,16-01-2024,7110,5670,-16,-1440
2db607,STCBE-1,CAMP_DIW_01,P14,1020,BOGOF,40,136,Atliq_waterproof_Immersion_Rod,Home Appliances,Coimbatore,Diwali,12-11-2023,18-11-2023,40800,138720,96,97920
b78191,STBLR-3,CAMP_SAN_01,P14,1020,BOGOF,91,361,Atliq_waterproof_Immersion_Rod,Home Appliances,Bengaluru,Sankranti,10-01-2024,16-01-2024,92820,368220,270,275400
7b1d41,STMYS-2,CAMP_DIW_01,P14,1020,BOGOF,43,125,Atliq_waterproof_Immersion_Rod,Home Appliances,Mysuru,Diwali,12-11-2023,18-11-2023,43860,127500,82,83640
a6e691,STCHE-0,CAMP_SAN_01,P03,200,BOGOF,294,1134,Atliq_Suflower_Oil (1L),Grocery & Staples,Chennai,Sankranti,10-01-2024,16-01-2024,58800,226800,840,168000
f21ef6,STMLR-1,CAMP_SAN_01,P06,415,25% OFF,18,14,Atliq_Fusion_Container_Set_of_3,Home Care,Mangalore,Sankranti,10-01-2024,16-01-2024,7470,5810,-4,-1660
b999c5,STMYS-2,CAMP_SAN_01,P03,200,BOGOF,406,1015,Atliq_Suflower_Oil (1L),Grocery & Staples,Mysuru,Sankranti,10-01-2024,16-01-2024,81200,203000,609,121800
f6aa36,STVSK-3,CAMP_DIW_01,P06,415,25% OFF,63,54,Atliq_Fusion_Container_Set_of_3,Home Care,Visakhapatnam,Diwali,12-11-2023,18-11-2023,26145,22410,-9,-3735
d78c78,STCHE-0,CAMP_DIW_01,P14,1020,BOGOF,52,182,Atliq_waterproof_Immersion_Rod,Home Appliances,Chennai,Diwali,12-11-2023,18-11-2023,53040,185640,130,132600
12573c,STHYD-3,CAMP_SAN_01,P12,62,50% OFF,64,100,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,3968,6200,36,2232
38ebfb,STCBE-1,CAMP_SAN_01,P10,50,25% OFF,27,20,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Coimbatore,Sankranti,10-01-2024,16-01-2024,1350,1000,-7,-350
5d23c1,STVSK-4,CAMP_SAN_01,P12,62,50% OFF,40,58,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,2480,3596,18,1116
449732,STBLR-9,CAMP_DIW_01,P05,55,25% OFF,101,97,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Bengaluru,Diwali,12-11-2023,18-11-2023,5555,5335,-4,-220
b83644,STBLR-6,CAMP_DIW_01,P11,190,50% OFF,75,117,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,14250,22230,42,7980
17537,STMDU-2,CAMP_SAN_01,P08,1190,BOGOF,33,129,Atliq_Double_Bedsheet_set,Home Care,Madurai,Sankranti,10-01-2024,16-01-2024,39270,153510,96,114240
ab8eb3,STHYD-6,CAMP_DIW_01,P06,415,25% OFF,85,74,Atliq_Fusion_Container_Set_of_3,Home Care,Hyderabad,Diwali,12-11-2023,18-11-2023,35275,30710,-11,-4565
99ce6a,STVSK-3,CAMP_SAN_01,P03,200,BOGOF,250,687,Atliq_Suflower_Oil (1L),Grocery & Staples,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,50000,137400,437,87400
42b041,STBLR-1,CAMP_DIW_01,P01,172,33% OFF,357,514,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,61404,88408,157,27004
fd5955,STCBE-0,CAMP_DIW_01,P02,860,33% OFF,313,541,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Coimbatore,Diwali,12-11-2023,18-11-2023,269180,465260,228,196080
9.33E+11,STBLR-3,CAMP_SAN_01,P08,1190,BOGOF,40,154,Atliq_Double_Bedsheet_set,Home Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,47600,183260,114,135660
268b09,STMLR-1,CAMP_SAN_01,P13,350,BOGOF,49,189,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Mangalore,Sankranti,10-01-2024,16-01-2024,17150,66150,140,49000
dcaeaa,STBLR-7,CAMP_DIW_01,P04,290,25% OFF,276,242,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,80040,70180,-34,-9860
d31787,STMYS-2,CAMP_SAN_01,P10,50,25% OFF,25,20,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Mysuru,Sankranti,10-01-2024,16-01-2024,1250,1000,-5,-250
f34069,STBLR-9,CAMP_SAN_01,P09,90,25% OFF,61,57,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,5490,5130,-4,-360
4f40ed,STCHE-5,CAMP_SAN_01,P02,860,33% OFF,564,721,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Chennai,Sankranti,10-01-2024,16-01-2024,485040,620060,157,135020
12bb06,STHYD-1,CAMP_DIW_01,P03,156,25% OFF,351,319,Atliq_Suflower_Oil (1L),Grocery & Staples,Hyderabad,Diwali,12-11-2023,18-11-2023,54756,49764,-32,-4992
5f2c41,STCHE-6,CAMP_DIW_01,P08,1190,BOGOF,54,185,Atliq_Double_Bedsheet_set,Home Care,Chennai,Diwali,12-11-2023,18-11-2023,64260,220150,131,155890
e0de60,STHYD-6,CAMP_DIW_01,P03,156,25% OFF,327,294,Atliq_Suflower_Oil (1L),Grocery & Staples,Hyderabad,Diwali,12-11-2023,18-11-2023,51012,45864,-33,-5148
152ae4,STHYD-1,CAMP_SAN_01,P12,62,50% OFF,51,57,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,3162,3534,6,372
8e6ee5,STMLR-0,CAMP_DIW_01,P05,55,25% OFF,52,45,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Mangalore,Diwali,12-11-2023,18-11-2023,2860,2475,-7,-385
d0fd0e,STBLR-0,CAMP_SAN_01,P11,190,50% OFF,43,62,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,8170,11780,19,3610
4fa17c,STCHE-4,CAMP_DIW_01,P01,172,33% OFF,327,503,Atliq_Masoor_Dal (1KG),Grocery & Staples,Chennai,Diwali,12-11-2023,18-11-2023,56244,86516,176,30272
bcf305,STCHE-5,CAMP_DIW_01,P09,110,50% OFF,75,80,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Chennai,Diwali,12-11-2023,18-11-2023,8250,8800,5,550
66050c,STCHE-6,CAMP_SAN_01,P08,1190,BOGOF,60,238,Atliq_Double_Bedsheet_set,Home Care,Chennai,Sankranti,10-01-2024,16-01-2024,71400,283220,178,211820
407f1c,STBLR-2,CAMP_SAN_01,P13,350,BOGOF,117,469,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru,Sankranti,10-01-2024,16-01-2024,40950,164150,352,123200
e12c11,STCHE-1,CAMP_SAN_01,P14,1020,BOGOF,112,294,Atliq_waterproof_Immersion_Rod,Home Appliances,Chennai,Sankranti,10-01-2024,16-01-2024,114240,299880,182,185640
46d57b,STBLR-9,CAMP_DIW_01,P13,350,BOGOF,94,329,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru,Diwali,12-11-2023,18-11-2023,32900,115150,235,82250
e80ad8,STCHE-7,CAMP_DIW_01,P10,65,50% OFF,136,179,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Chennai,Diwali,12-11-2023,18-11-2023,8840,11635,43,2795
f2bdcc,STBLR-4,CAMP_DIW_01,P01,172,33% OFF,337,478,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,57964,82216,141,24252
8d20b8,STBLR-5,CAMP_DIW_01,P09,110,50% OFF,75,95,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,8250,10450,20,2200
f88523,STTRV-1,CAMP_SAN_01,P05,55,25% OFF,10,9,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Trivandrum,Sankranti,10-01-2024,16-01-2024,550,495,-1,-55
177b80,STMLR-0,CAMP_SAN_01,P14,1020,BOGOF,37,96,Atliq_waterproof_Immersion_Rod,Home Appliances,Mangalore,Sankranti,10-01-2024,16-01-2024,37740,97920,59,60180
317699,STCHE-2,CAMP_SAN_01,P03,200,BOGOF,310,1246,Atliq_Suflower_Oil (1L),Grocery & Staples,Chennai,Sankranti,10-01-2024,16-01-2024,62000,249200,936,187200
ef6d6d,STBLR-2,CAMP_SAN_01,P14,1020,BOGOF,88,346,Atliq_waterproof_Immersion_Rod,Home Appliances,Bengaluru,Sankranti,10-01-2024,16-01-2024,89760,352920,258,263160
1e51ee,STVSK-3,CAMP_SAN_01,P12,62,50% OFF,43,51,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,2666,3162,8,496
c55ec9,STBLR-1,CAMP_SAN_01,P15,3000,500 Cashback,136,220,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru,Sankranti,10-01-2024,16-01-2024,408000,660000,84,252000
6bbadf,STHYD-1,CAMP_DIW_01,P14,1020,BOGOF,43,127,Atliq_waterproof_Immersion_Rod,Home Appliances,Hyderabad,Diwali,12-11-2023,18-11-2023,43860,129540,84,85680
edaef4,STHYD-5,CAMP_SAN_01,P03,200,BOGOF,416,1630,Atliq_Suflower_Oil (1L),Grocery & Staples,Hyderabad,Sankranti,10-01-2024,16-01-2024,83200,326000,1214,242800
d3f755,STCBE-1,CAMP_SAN_01,P08,1190,BOGOF,43,171,Atliq_Double_Bedsheet_set,Home Care,Coimbatore,Sankranti,10-01-2024,16-01-2024,51170,203490,128,152320
0ba095,STCBE-1,CAMP_DIW_01,P03,156,25% OFF,274,210,Atliq_Suflower_Oil (1L),Grocery & Staples,Coimbatore,Diwali,12-11-2023,18-11-2023,42744,32760,-64,-9984
911349,STHYD-0,CAMP_DIW_01,P15,3000,500 Cashback,397,1214,Atliq_Home_Essential_8_Product_Combo,Combo1,Hyderabad,Diwali,12-11-2023,18-11-2023,1191000,3642000,817,2451000
6d65d2,STBLR-8,CAMP_SAN_01,P04,370,BOGOF,480,1867,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru,Sankranti,10-01-2024,16-01-2024,177600,690790,1387,513190
4ab3bc,STHYD-2,CAMP_SAN_01,P09,90,25% OFF,66,49,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,5940,4410,-17,-1530
c22cf6,STCHE-6,CAMP_SAN_01,P12,62,50% OFF,58,81,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Chennai,Sankranti,10-01-2024,16-01-2024,3596,5022,23,1426
cc2182,STMDU-1,CAMP_DIW_01,P12,62,50% OFF,85,117,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Madurai,Diwali,12-11-2023,18-11-2023,5270,7254,32,1984
bdf2b8,STVJD-1,CAMP_DIW_01,P12,62,50% OFF,56,71,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Vijayawada,Diwali,12-11-2023,18-11-2023,3472,4402,15,930
db8aa8,STTRV-1,CAMP_SAN_01,P03,200,BOGOF,193,746,Atliq_Suflower_Oil (1L),Grocery & Staples,Trivandrum,Sankranti,10-01-2024,16-01-2024,38600,149200,553,110600
466d6c,STMYS-1,CAMP_SAN_01,P11,190,50% OFF,31,50,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Mysuru,Sankranti,10-01-2024,16-01-2024,5890,9500,19,3610
6444b7,STCHE-2,CAMP_DIW_01,P06,415,25% OFF,85,81,Atliq_Fusion_Container_Set_of_3,Home Care,Chennai,Diwali,12-11-2023,18-11-2023,35275,33615,-4,-1660
f1cd45,STVJD-1,CAMP_DIW_01,P11,190,50% OFF,50,64,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Vijayawada,Diwali,12-11-2023,18-11-2023,9500,12160,14,2660
23421e,STBLR-2,CAMP_SAN_01,P12,62,50% OFF,54,77,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,3348,4774,23,1426
3c3c49,STCBE-2,CAMP_SAN_01,P08,1190,BOGOF,40,168,Atliq_Double_Bedsheet_set,Home Care,Coimbatore,Sankranti,10-01-2024,16-01-2024,47600,199920,128,152320
680acd,STHYD-3,CAMP_SAN_01,P11,190,50% OFF,46,73,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,8740,13870,27,5130
fe2fe7,STCHE-4,CAMP_DIW_01,P05,55,25% OFF,127,115,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Chennai,Diwali,12-11-2023,18-11-2023,6985,6325,-12,-660
e2abd2,STCHE-3,CAMP_DIW_01,P09,110,50% OFF,73,92,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Chennai,Diwali,12-11-2023,18-11-2023,8030,10120,19,2090
7c51b1,STCBE-0,CAMP_DIW_01,P09,110,50% OFF,59,89,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Coimbatore,Diwali,12-11-2023,18-11-2023,6490,9790,30,3300
494f1b,STVSK-2,CAMP_SAN_01,P13,350,BOGOF,94,374,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,32900,130900,280,98000
144c17,STCHE-2,CAMP_DIW_01,P02,860,33% OFF,411,509,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Chennai,Diwali,12-11-2023,18-11-2023,353460,437740,98,84280
28acbc,STBLR-2,CAMP_DIW_01,P10,65,50% OFF,105,132,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,6825,8580,27,1755
00af86,STCBE-0,CAMP_SAN_01,P06,415,25% OFF,15,14,Atliq_Fusion_Container_Set_of_3,Home Care,Coimbatore,Sankranti,10-01-2024,16-01-2024,6225,5810,-1,-415
6321fa,STCHE-3,CAMP_SAN_01,P10,50,25% OFF,31,26,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Chennai,Sankranti,10-01-2024,16-01-2024,1550,1300,-5,-250
6a7668,STCHE-4,CAMP_SAN_01,P15,3000,500 Cashback,112,321,Atliq_Home_Essential_8_Product_Combo,Combo1,Chennai,Sankranti,10-01-2024,16-01-2024,336000,963000,209,627000
c7fefa,STMDU-1,CAMP_SAN_01,P11,190,50% OFF,28,40,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Madurai,Sankranti,10-01-2024,16-01-2024,5320,7600,12,2280
c5f80e,STCHE-1,CAMP_DIW_01,P14,1020,BOGOF,43,125,Atliq_waterproof_Immersion_Rod,Home Appliances,Chennai,Diwali,12-11-2023,18-11-2023,43860,127500,82,83640
86755e,STCHE-4,CAMP_SAN_01,P07,300,BOGOF,45,191,Atliq_Curtains,Home Care,Chennai,Sankranti,10-01-2024,16-01-2024,13500,57300,146,43800
3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,BOGOF,36,145,Atliq_Double_Bedsheet_set,Home Care,Madurai,Sankranti,10-01-2024,16-01-2024,42840,172550,109,129710
a26b45,STBLR-3,CAMP_DIW_01,P01,172,33% OFF,287,413,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,49364,71036,126,21672
fe7b5d,STHYD-2,CAMP_SAN_01,P03,200,BOGOF,472,1902,Atliq_Suflower_Oil (1L),Grocery & Staples,Hyderabad,Sankranti,10-01-2024,16-01-2024,94400,380400,1430,286000
8d68bc,STHYD-2,CAMP_DIW_01,P03,156,25% OFF,357,289,Atliq_Suflower_Oil (1L),Grocery & Staples,Hyderabad,Diwali,12-11-2023,18-11-2023,55692,45084,-68,-10608
9bc176,STHYD-3,CAMP_SAN_01,P04,370,BOGOF,416,1085,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Hyderabad,Sankranti,10-01-2024,16-01-2024,153920,401450,669,247530
17df71,STHYD-0,CAMP_SAN_01,P08,1190,BOGOF,46,179,Atliq_Double_Bedsheet_set,Home Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,54740,213010,133,158270
342d35,STCBE-3,CAMP_DIW_01,P08,1190,BOGOF,29,96,Atliq_Double_Bedsheet_set,Home Care,Coimbatore,Diwali,12-11-2023,18-11-2023,34510,114240,67,79730
d8f51c,STMYS-1,CAMP_DIW_01,P15,3000,500 Cashback,449,1499,Atliq_Home_Essential_8_Product_Combo,Combo1,Mysuru,Diwali,12-11-2023,18-11-2023,1347000,4497000,1050,3150000
cd36b2,STCHE-4,CAMP_DIW_01,P10,65,50% OFF,127,168,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Chennai,Diwali,12-11-2023,18-11-2023,8255,10920,41,2665
780aaa,STMYS-1,CAMP_SAN_01,P06,415,25% OFF,19,14,Atliq_Fusion_Container_Set_of_3,Home Care,Mysuru,Sankranti,10-01-2024,16-01-2024,7885,5810,-5,-2075
decd5e,STMDU-2,CAMP_SAN_01,P10,50,25% OFF,21,17,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Madurai,Sankranti,10-01-2024,16-01-2024,1050,850,-4,-200
d88318,STCHE-5,CAMP_DIW_01,P08,1190,BOGOF,45,149,Atliq_Double_Bedsheet_set,Home Care,Chennai,Diwali,12-11-2023,18-11-2023,53550,177310,104,123760
bf2632,STCHE-1,CAMP_SAN_01,P12,62,50% OFF,57,66,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Chennai,Sankranti,10-01-2024,16-01-2024,3534,4092,9,558
902903,STVSK-2,CAMP_DIW_01,P13,350,BOGOF,49,164,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Visakhapatnam,Diwali,12-11-2023,18-11-2023,17150,57400,115,40250
8481be,STCHE-1,CAMP_DIW_01,P04,290,25% OFF,327,287,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Chennai,Diwali,12-11-2023,18-11-2023,94830,83230,-40,-11600
333ef0,STHYD-0,CAMP_DIW_01,P14,1020,BOGOF,47,163,Atliq_waterproof_Immersion_Rod,Home Appliances,Hyderabad,Diwali,12-11-2023,18-11-2023,47940,166260,116,118320
5dd3d3,STVJD-0,CAMP_DIW_01,P09,110,50% OFF,40,54,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Vijayawada,Diwali,12-11-2023,18-11-2023,4400,5940,14,1540
98cc83,STVSK-0,CAMP_DIW_01,P10,65,50% OFF,84,127,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Visakhapatnam,Diwali,12-11-2023,18-11-2023,5460,8255,43,2795
